ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
1772,1957,Graduation,Alone,70533.54,1,2,2012-05-07,309,1020.31,102.68,408.1,330.5,29.88,410.12,1,9,3,11,15,0,0,0,0,0,0,0
1773,1991,Graduation,Single,47061.94,1,1,2013-10-26,79,318.62,92.17,511.95,182.8,128.35,346.86,7,3,5,9,16,0,1,0,0,0,1,0
1774,1973,Master,Married,118675.28,1,0,2019-10-25,341,1210.59,65.05,399.64,151.28,28.09,371.49,4,12,2,10,23,0,0,0,0,0,0,0
1775,1983,Graduation,Together,68383.43,0,1,2016-05-17,308,1367.98,94.69,309.02,194.92,124.25,643.49,4,11,6,11,20,0,0,0,1,0,0,0
1776,1941,PhD,Married,106401.63,0,1,2014-07-24,5,353.64,37.39,602.27,175.69,42.15,172.94,5,3,2,11,9,0,0,0,0,0,0,1
1777,1958,Graduation,Widow,52847.76,2,2,2013-10-28,53,438.72,47.05,388.04,157.61,33.69,661.79,3,4,2,8,17,0,0,0,1,0,0,0
1778,1985,Basic,Single,36154.13,0,1,2018-02-15,48,221.27,12.41,268.26,109.84,142.91,482.89,5,7,4,24,14,0,0,0,1,1,0,0
1779,1964,Graduation,Together,63864.66,1,0,2014-08-22,141,1652.6,59.31,636.06,190.56,53.35,369.94,7,4,2,17,21,1,0,0,0,0,0,0
1780,1961,Master,Divorced,140689.22,0,0,2019-11-23,98,343.13,88.76,346.45,88.77,36.4,394.53,4,8,3,20,10,0,0,0,0,0,0,0
1781,1984,Master,Absurd,70961.55,2,0,2015-11-19,326,1809.47,41.2,184.63,386.94,109.23,396.69,3,12,2,18,21,0,0,0,0,1,0,0
1782,1973,Master,Divorced,63629.47,1,0,2018-08-14,15,683.36,87.62,341.72,174.44,33.71,167.88,2,11,2,16,18,0,0,0,1,0,1,0
1783,1942,Graduation,Widow,78999.03,2,0,2012-05-12,161,606.32,14.74,206.24,32.45,33.44,154.97,5,10,2,15,15,0,0,0,0,0,1,0
1784,1997,Basic,Married,18159.43,0,2,2016-12-12,251,306.99,68.81,237.07,209.63,66.39,778.19,8,6,6,15,21,0,1,0,0,0,0,1
1785,1999,Graduation,Divorced,34309.68,0,2,2019-04-04,247,498.68,88.79,257.38,177.02,47.99,188.64,9,4,2,15,19,0,0,0,0,0,0,0
1786,1951,Graduation,Married,59665.46,2,1,2018-07-16,242,829.17,112.0,203.82,45.8,30.12,187.36,3,5,4,8,14,0,0,0,1,0,0,0
1787,1940,Graduation,Married,53985.77,2,1,2015-06-18,222,1551.73,51.74,248.67,101.49,81.35,192.0,7,14,1,15,17,0,0,0,0,0,0,0
1788,1998,2n Cycle,Single,19715.72,0,0,2013-01-02,139,1046.88,143.6,324.83,177.99,25.92,116.01,5,11,4,14,12,0,1,0,0,0,0,0
1789,1950,Graduation,Married,85085.17,0,0,2013-11-05,316,1554.54,81.64,234.07,246.04,74.93,382.75,10,9,5,15,14,0,0,0,0,0,0,0
1790,1987,Graduation,Married,70258.56,0,1,2015-06-16,213,725.55,38.0,336.37,45.13,19.87,232.56,3,10,5,14,19,0,0,0,0,0,0,0
1791,1947,Master,Widow,76933.65,0,1,2017-03-19,226,586.3,31.67,220.13,92.34,45.82,320.74,6,10,6,16,22,0,0,0,0,0,0,0
1792,1949,Graduation,Widow,80037.93,1,1,2019-04-12,287,2295.14,65.83,313.26,199.54,39.46,671.74,7,6,0,9,18,0,0,0,1,0,1,0
1793,1993,Basic,Single,29643.42,2,0,2018-04-01,132,708.25,67.95,330.54,287.8,49.95,154.12,9,6,4,5,14,0,0,0,0,1,0,0
1794,1976,Master,Divorced,89903.55,0,1,2013-10-11,264,1392.37,64.96,287.89,199.68,47.88,126.84,4,7,3,8,15,0,0,0,0,0,0,0
1795,1992,Graduation,Married,57974.28,1,0,2019-01-23,91,1398.79,77.34,192.17,329.06,27.27,188.72,4,5,6,5,16,1,0,0,1,0,0,0
1796,1985,Master,Together,107699.53,1,0,2015-01-12,94,1241.17,183.23,415.81,265.97,98.73,355.74,7,6,2,12,13,0,0,0,0,0,0,1
1797,1989,Basic,Single,40055.07,0,0,2013-01-20,211,1004.81,95.95,311.75,205.18,33.64,117.38,4,6,3,12,15,0,0,1,0,0,0,0
1798,1948,Graduation,Married,77342.84,2,0,2013-12-01,61,1898.16,59.45,187.42,240.1,26.95,537.33,3,11,3,11,17,0,0,0,0,0,1,0
1799,1970,Master,Married,125828.81,1,0,2018-07-13,302,1155.14,83.55,323.48,184.67,33.2,248.72,4,6,4,9,8,0,0,0,0,0,0,0
1800,1946,Graduation,Single,62182.08,0,0,2018-04-06,310,2442.07,98.98,381.88,125.37,35.91,56.65,5,15,3,6,17,0,0,0,1,0,0,0
1801,1945,Graduation,Together,68480.21,1,2,2015-04-22,116,859.0,63.56,394.98,95.16,20.31,363.53,4,10,3,9,17,0,0,0,0,0,0,0
1802,1994,Graduation,Single,42506.5,2,0,2015-04-10,222,565.43,38.9,425.54,126.13,42.81,748.77,1,4,3,13,13,0,0,0,1,0,0,0
1803,1941,Master,Single,76714.66,1,2,2015-09-12,102,1106.73,106.38,251.94,204.97,23.19,1023.04,6,7,5,7,9,0,0,1,0,0,0,0
1804,1995,Graduation,Divorced,60947.73,1,2,2015-10-16,361,697.26,138.13,194.8,65.58,57.81,397.67,5,9,5,24,18,0,1,0,0,0,0,1
1805,1999,Master,Single,52969.87,1,0,2013-06-27,363,491.32,77.6,223.74,182.53,61.39,433.69,6,6,4,14,12,0,0,0,1,1,1,0
1806,1983,Master,Widow,75777.72,1,2,2019-12-14,286,1186.41,64.13,196.4,100.75,24.45,545.42,11,6,4,12,17,0,0,1,0,0,0,0
1807,1954,PhD,Single,120650.71,2,0,2018-11-11,227,464.68,39.17,409.47,243.54,44.55,471.75,8,14,7,9,10,0,0,0,0,1,0,0
1808,1965,2n Cycle,Widow,66546.89,0,0,2019-09-22,43,1275.96,147.2,282.82,115.91,27.03,375.42,6,4,3,10,12,0,0,0,0,0,0,0
1809,1990,Master,Single,64407.55,0,0,2019-11-22,52,395.95,51.64,173.32,100.06,52.82,323.22,3,7,4,15,14,0,0,0,1,0,0,0
1810,1973,PhD,Widow,107125.9,1,0,2017-06-22,172,2502.65,55.19,187.57,90.76,31.53,513.83,7,6,7,10,17,0,1,1,0,0,0,0
1811,1979,Graduation,Single,51479.44,1,2,2013-03-19,224,1177.23,105.6,237.83,243.73,104.89,1115.23,6,10,3,15,22,0,0,0,0,0,1,0
1812,1959,Graduation,Divorced,73173.86,1,0,2016-09-18,65,1281.96,52.97,181.32,152.01,70.54,338.59,1,6,4,8,15,0,0,0,0,0,0,0
1813,1978,2n Cycle,Married,56267.93,1,1,2016-09-18,363,355.3,102.77,192.42,102.18,62.21,101.74,1,4,3,20,13,0,0,0,0,0,0,0
1814,1966,Master,Married,129522.37,1,1,2017-05-21,228,738.45,74.77,272.81,190.48,65.37,953.6,5,5,1,14,17,0,0,0,1,0,1,0
1815,1977,Graduation,Alone,76097.87,0,2,2013-01-17,329,418.85,80.44,186.04,124.74,46.07,387.64,6,9,3,18,18,0,0,0,0,0,0,0
1816,1982,PhD,Single,107727.62,1,2,2018-09-14,249,2363.26,104.82,474.45,264.05,48.01,178.18,3,9,5,17,17,1,0,0,0,0,0,0
1817,1987,Basic,Divorced,31572.05,1,0,2013-06-16,45,909.03,64.49,179.19,145.22,37.76,325.61,8,7,3,9,14,0,0,0,1,1,0,0
1818,1993,Graduation,Married,47245.1,1,2,2018-02-24,118,1016.65,78.11,368.3,94.66,49.06,513.07,5,7,3,16,21,0,1,0,0,1,0,0
1819,1971,Basic,Together,71066.51,2,1,2012-08-06,207,1235.22,104.72,401.91,120.93,35.27,186.11,6,10,4,11,20,0,0,0,1,0,0,0
1820,1988,Graduation,Divorced,44970.24,0,0,2012-09-17,240,678.26,97.9,235.67,190.71,37.88,555.03,3,8,0,17,20,0,0,0,0,0,0,1
1821,1972,PhD,Widow,95935.23,2,0,2017-08-12,192,1253.35,31.7,508.58,158.65,107.98,694.79,1,5,3,10,23,0,0,0,0,0,0,0
1822,1952,Graduation,Single,82408.24,0,0,2014-04-05,125,1534.42,143.69,549.7,90.67,33.07,391.98,4,8,6,9,11,0,0,0,0,0,0,0
1823,1978,Graduation,Single,45427.06,0,0,2015-10-26,110,411.6,61.93,111.65,116.49,52.74,100.87,9,5,8,15,10,1,0,0,0,0,0,0
1824,1965,Master,YOLO,140863.95,2,1,2015-02-17,14,506.8,36.21,126.75,82.53,31.28,647.58,3,11,5,13,13,0,0,0,0,0,0,0
1825,1990,Graduation,Divorced,46824.59,1,1,2018-03-01,108,1158.07,65.35,184.16,133.51,101.84,325.04,9,8,5,15,11,0,0,0,1,1,1,0
1826,1972,PhD,Together,106819.81,2,0,2015-05-08,361,2454.96,47.89,426.11,200.93,79.71,838.98,6,13,0,14,9,0,0,0,0,0,0,0
1827,1981,Master,Widow,79830.57,0,0,2012-03-06,48,1033.84,133.09,336.88,139.53,45.54,160.81,5,13,3,14,5,0,0,0,1,0,0,0
1828,1981,Graduation,Alone,79274.19,0,2,2016-03-15,163,1346.21,88.72,234.34,151.06,50.42,0.0,3,9,3,17,13,0,0,1,1,0,1,0
1829,1999,Graduation,Divorced,34123.16,0,1,2013-05-02,246,583.92,55.12,277.47,43.36,69.92,216.51,4,7,0,17,12,1,0,0,1,0,1,0
1830,1964,Master,Divorced,141748.92,1,2,2017-01-16,352,982.77,181.39,209.33,59.05,20.53,0.0,0,5,4,8,20,0,0,0,0,0,0,0
1831,1963,Graduation,Married,85358.54,0,1,2015-09-10,263,1305.23,30.44,192.55,97.24,21.13,410.54,7,12,2,8,20,0,0,0,0,0,0,0
1832,1967,PhD,Together,82995.93,2,0,2017-02-10,303,767.61,48.51,371.22,69.66,46.48,772.71,7,7,5,6,13,0,0,0,0,1,1,0
1833,1959,Graduation,Married,62571.57,0,0,2013-04-13,253,1425.36,72.08,178.37,191.02,97.85,797.11,7,6,2,11,14,0,0,0,1,0,1,0
1834,1968,Graduation,Married,69900.62,1,0,2019-05-11,174,628.57,147.52,371.61,85.66,37.25,136.88,2,14,3,13,16,0,0,0,0,0,0,0
1835,1975,Graduation,Together,46667.16,0,1,2015-11-01,363,275.31,160.67,218.85,52.21,63.02,0.0,2,7,3,16,14,0,0,0,0,0,0,0
1836,1971,Graduation,Single,63710.46,2,0,2018-08-23,333,1075.19,81.94,301.57,168.98,33.8,982.81,4,5,1,11,19,1,0,1,0,0,0,0
1837,1945,Graduation,Single,95871.23,0,2,2018-11-27,96,1534.13,68.02,458.47,127.97,49.72,256.26,4,13,2,12,26,0,0,0,0,0,1,0
1838,1985,Master,Single,63602.83,2,0,2017-07-12,174,1540.21,104.2,288.89,21.59,32.35,1095.65,6,7,1,17,16,0,0,0,0,0,0,0
1839,1969,Master,YOLO,129609.99,0,1,2015-04-02,275,702.4,103.82,255.98,142.05,74.13,464.17,5,12,4,7,18,0,1,0,0,0,0,0
1840,1972,PhD,Divorced,131701.6,0,2,2018-07-10,48,1528.56,65.81,235.85,54.5,58.36,160.83,5,12,7,12,18,0,0,0,0,0,0,0
1841,1949,Master,Together,135371.04,2,1,2013-02-12,88,1492.19,41.61,368.36,71.95,87.57,258.41,8,8,4,18,16,0,0,0,0,0,0,0
1842,1992,Graduation,Together,49231.63,1,0,2012-09-16,349,1541.02,102.67,262.58,47.34,80.18,336.66,5,10,3,11,22,0,0,1,1,1,0,0
1843,1956,2n Cycle,Single,24648.77,0,0,2012-01-25,354,575.02,95.56,400.36,146.64,60.21,97.08,2,7,5,22,14,0,0,0,0,0,0,0
1844,1984,Graduation,Single,56343.74,0,0,2013-10-13,245,2313.79,78.11,226.32,88.53,27.61,424.79,4,6,3,8,21,0,0,0,0,0,0,0
1845,1948,Graduation,Married,61281.32,1,0,2012-02-19,207,822.72,73.45,354.14,107.33,49.49,128.79,1,7,4,15,12,0,0,0,1,0,0,1
1846,1986,Graduation,Married,45051.24,2,0,2016-03-02,270,358.4,14.46,473.51,116.02,96.63,223.63,4,8,4,9,7,0,0,0,0,0,0,0
1847,1954,PhD,Together,135526.43,2,2,2013-06-05,59,680.9,54.39,143.75,292.95,89.1,113.05,9,8,3,12,14,0,0,0,0,1,0,0
1848,1963,Graduation,Divorced,62333.28,0,1,2016-02-18,50,1844.26,74.79,229.39,64.08,39.44,167.68,5,6,3,12,20,0,1,0,0,0,0,0
1849,1985,Graduation,Alone,75206.85,0,1,2015-08-16,35,448.02,84.65,121.69,100.44,89.23,221.12,5,9,5,16,19,0,0,0,0,0,0,0
1850,1966,Graduation,Absurd,56597.2,1,1,2014-08-04,349,2195.51,35.43,398.64,119.3,81.49,303.88,5,9,1,13,13,0,0,0,0,0,1,1
1851,1976,Graduation,Together,73387.33,0,0,2014-03-01,189,1997.73,113.82,318.51,24.71,66.01,0.0,3,9,4,7,19,0,0,0,0,0,0,0
1852,1946,PhD,YOLO,124270.56,2,0,2018-10-18,65,1963.57,53.09,190.59,67.68,46.26,499.35,10,9,1,13,19,1,0,0,0,0,0,0
1853,1955,Basic,Single,45209.17,0,0,2012-10-19,197,165.31,140.09,200.84,101.13,49.35,260.44,6,5,2,13,12,0,1,0,0,0,0,0
1854,1980,PhD,Married,77710.65,0,1,2019-09-10,115,1060.37,37.64,337.41,47.17,49.31,300.31,5,13,6,15,7,0,0,0,0,0,0,0
1855,1947,PhD,Married,81977.15,0,1,2014-01-21,183,805.1,63.82,212.98,248.4,22.45,602.02,6,13,4,4,14,0,0,0,1,0,1,0
1856,1998,Graduation,Widow,54338.85,0,1,2014-05-11,57,1444.65,51.1,188.05,123.46,33.18,52.37,7,12,6,17,10,0,0,0,0,0,0,0
1857,1955,Graduation,Alone,89588.22,1,0,2012-03-14,241,796.35,57.81,150.76,164.99,64.94,760.09,4,8,4,11,18,0,0,0,0,0,0,0
1858,1946,Graduation,Married,69320.32,0,0,2013-09-17,261,1059.75,67.62,185.57,165.13,54.96,699.59,2,17,3,10,10,0,0,0,1,0,0,0
1859,1949,Basic,Married,48601.12,1,0,2014-11-24,123,825.12,142.3,276.27,113.52,77.93,491.53,4,9,3,10,20,1,0,0,0,0,0,0
1860,1949,Graduation,Single,50521.51,2,0,2013-03-19,13,1371.35,84.88,353.71,143.57,49.32,1052.67,7,6,3,11,23,0,0,0,0,0,0,0
1861,1949,Basic,Single,31453.48,0,2,2014-02-03,78,868.46,58.56,315.76,210.69,87.19,131.78,2,4,8,18,13,0,1,0,0,0,0,0
1862,1975,Graduation,Together,41189.98,0,1,2017-02-06,43,258.58,56.82,354.3,82.79,103.76,698.01,8,10,3,13,13,0,0,0,1,0,0,0
1863,1992,Graduation,Married,41007.37,1,0,2015-07-07,272,296.95,42.63,249.45,154.8,54.41,190.27,7,7,3,12,20,0,0,0,0,0,0,0
1864,1963,Graduation,Together,80905.74,1,1,2019-06-21,240,1008.07,97.64,241.77,80.81,51.09,203.15,8,11,1,15,20,0,0,0,0,0,0,0
1865,1949,Graduation,Together,76332.52,1,2,2019-11-11,336,582.91,41.12,509.32,199.68,97.48,313.37,3,6,2,16,12,0,0,0,0,1,0,0
1866,1951,Graduation,Alone,57358.3,2,1,2015-09-05,147,445.17,84.0,202.68,94.28,51.56,585.37,3,10,2,14,8,1,0,0,0,0,0,0
1867,1997,PhD,Widow,54247.54,1,1,2016-04-17,159,1341.33,54.24,253.51,99.85,67.4,1233.24,2,5,1,9,21,0,0,0,0,0,0,0
1868,1991,Master,Single,63308.97,1,0,2012-06-11,199,1272.08,72.4,262.1,152.92,55.58,536.47,7,9,4,23,14,0,0,0,0,0,0,0
1869,1982,Master,Single,96932.54,0,0,2015-12-22,25,2446.05,167.33,460.63,251.18,64.47,0.0,9,13,1,12,13,0,0,0,0,0,0,0
1870,1995,Graduation,Married,51616.99,0,2,2019-08-02,94,458.55,87.64,319.81,228.07,33.92,345.08,4,6,6,11,13,0,1,0,0,1,0,0
1871,1955,2n Cycle,Together,59009.76,2,0,2017-05-07,70,2115.5,143.25,359.18,243.43,94.86,502.87,4,12,3,12,12,0,0,0,0,1,0,0
1872,1975,Graduation,Married,70891.15,1,0,2012-10-15,101,1200.64,115.28,163.96,97.86,76.7,126.93,2,14,3,10,14,0,0,0,1,0,0,0
1873,1953,Graduation,Widow,92682.9,1,0,2013-07-10,31,765.64,125.18,137.88,126.56,59.45,334.32,7,7,1,11,10,0,0,0,0,1,0,0
1874,1969,Graduation,Married,72645.86,1,2,2015-07-19,188,1317.36,34.69,404.87,56.35,33.43,313.62,8,6,3,13,9,0,0,0,1,0,0,0
1875,1984,2n Cycle,Married,20677.13,0,2,2017-06-19,84,1238.2,44.63,179.52,200.93,36.74,202.61,8,11,4,11,13,1,0,0,0,0,0,0
1876,1985,Graduation,Widow,70931.53,0,1,2015-04-19,179,989.6,48.49,204.65,137.26,58.62,102.5,0,4,3,7,16,0,0,0,0,0,1,0
1877,1996,Graduation,Single,40653.7,1,0,2018-04-12,270,555.5,72.7,299.7,74.68,24.76,185.63,5,7,5,10,15,0,0,0,1,0,0,0
1878,1967,Master,Together,136639.99,0,1,2016-06-18,113,2203.16,49.5,442.33,133.7,31.18,684.78,3,3,2,23,15,0,0,0,0,0,0,0
1879,1987,Graduation,YOLO,69857.02,1,1,2014-11-17,282,1814.18,65.79,234.89,109.18,78.68,427.67,10,12,1,9,15,0,0,0,0,0,0,0
1880,1992,Master,Married,115698.61,1,0,2012-05-16,61,316.45,48.49,478.0,260.17,77.15,269.07,5,9,1,5,16,0,0,0,0,0,1,0
1881,1955,Graduation,Divorced,81265.62,0,0,2018-12-04,186,1806.8,129.54,450.01,124.55,29.66,261.24,4,5,2,16,23,0,0,0,0,0,0,0
1882,1991,Graduation,Married,78994.9,1,0,2015-10-09,33,1137.84,24.98,218.84,227.95,24.87,156.59,3,11,7,14,18,0,1,1,1,0,0,0
1883,1941,Graduation,Together,83009.61,1,1,2019-08-26,313,1315.05,125.01,194.71,78.04,50.08,551.97,5,12,4,13,10,0,0,0,1,0,0,0
1884,1956,Graduation,Single,63538.63,1,0,2015-03-17,238,563.37,52.45,110.97,352.8,25.55,257.47,3,6,4,9,15,0,0,0,1,0,0,0
1885,1980,Graduation,Married,45790.93,2,1,2015-02-13,107,1380.9,49.58,185.2,144.94,46.62,123.63,5,12,6,11,25,0,0,0,0,0,0,0
1886,1946,Graduation,Single,64326.55,2,0,2017-04-11,143,1470.99,51.91,248.03,80.52,62.09,476.18,6,4,4,12,11,0,0,0,0,0,1,0
1887,1967,Master,Married,140011.35,1,2,2017-06-03,293,1506.46,113.14,381.76,175.65,39.12,694.36,6,6,2,14,18,0,0,0,0,0,0,0
1888,1975,Master,Widow,87303.52,0,2,2013-09-19,237,1670.1,83.63,169.61,163.11,38.0,366.3,5,16,5,6,13,0,0,0,0,1,0,0
1889,1997,Basic,Married,18847.12,2,0,2016-10-08,190,624.84,108.6,404.7,163.17,52.0,352.19,10,7,1,10,25,0,0,0,1,1,0,0
1890,1955,2n Cycle,Married,48321.89,1,2,2017-06-22,120,116.47,48.59,191.94,140.64,66.9,552.67,10,4,3,14,16,1,1,0,1,0,0,0
1891,1977,Graduation,Widow,50101.89,1,0,2013-11-17,305,1260.91,67.83,337.61,171.9,44.69,760.57,5,11,4,12,14,0,0,1,0,0,0,0
1892,1954,Basic,Divorced,26300.53,2,0,2018-08-28,78,1022.6,119.24,151.83,135.21,44.99,515.46,6,6,6,14,12,0,0,1,0,0,0,0
1893,1944,Graduation,Married,87508.3,0,0,2016-11-12,175,581.41,62.93,417.17,258.31,48.29,409.64,2,7,7,16,19,0,1,0,0,0,0,0
1894,1996,Master,Married,52652.25,1,0,2017-10-03,169,653.57,107.06,254.98,57.8,30.82,122.61,5,13,9,9,18,0,0,0,1,0,1,0
1895,1999,Basic,Married,41991.51,2,2,2014-02-27,85,755.74,36.9,341.44,121.44,46.63,344.43,2,9,1,20,14,0,0,0,1,0,0,0
1896,1996,Graduation,Together,53365.41,1,1,2016-08-14,326,1909.47,21.04,298.01,368.41,57.21,567.82,6,9,1,7,17,0,0,0,0,0,0,0
1897,1980,Graduation,Married,57380.07,1,1,2012-08-25,98,2253.28,88.81,289.84,35.58,39.15,121.1,7,7,4,9,14,0,0,0,1,0,0,0
1898,1999,Basic,Together,47445.05,2,1,2018-04-11,243,271.91,88.35,316.95,225.66,55.77,0.0,2,5,2,11,17,0,1,0,0,0,0,0
1899,1980,Graduation,Divorced,63723.64,1,1,2013-09-17,326,1016.78,86.9,377.18,82.12,34.53,381.79,4,8,7,12,13,1,1,0,1,0,0,0
1900,1952,Graduation,Together,90581.05,2,1,2015-09-02,130,1976.48,37.7,392.3,274.92,48.75,436.36,4,14,1,16,24,0,1,0,0,0,0,0
1901,1983,PhD,Divorced,73630.33,0,2,2019-04-12,263,418.49,63.11,453.07,130.96,65.14,159.03,5,3,1,13,10,0,0,0,0,0,0,0
1902,1957,Master,Together,102861.89,0,0,2019-09-23,146,1266.45,75.05,196.29,126.18,91.78,265.38,2,9,1,7,16,0,0,0,0,0,0,0
1903,1989,Graduation,Single,75668.81,0,1,2014-10-02,303,1344.16,77.32,228.58,169.59,19.62,229.09,4,9,2,13,10,0,0,0,0,0,1,0
1904,1996,Graduation,Married,42471.05,0,1,2015-09-24,6,818.99,46.88,321.73,144.39,29.25,63.67,3,8,1,2,11,1,0,0,0,0,0,0
1905,1993,Master,YOLO,116732.3,1,0,2012-12-06,336,1310.33,33.95,261.51,184.13,72.54,83.81,2,7,3,10,10,0,0,0,1,0,0,0
1906,1940,PhD,Divorced,117751.67,1,2,2013-04-03,361,383.45,98.4,260.26,138.36,42.55,310.93,8,11,2,10,17,0,0,0,0,0,0,0
1907,1941,Basic,Single,40589.59,0,2,2013-07-04,227,989.08,65.8,318.39,109.18,49.33,605.06,9,3,3,11,11,0,0,0,0,1,0,0
1908,1958,Basic,YOLO,71225.43,0,0,2013-03-15,49,1186.44,58.85,144.26,86.92,48.64,582.76,2,6,1,11,13,1,0,0,0,1,1,0
1909,1958,Graduation,Married,91777.51,1,0,2017-02-10,166,748.44,93.11,354.17,74.98,101.51,576.97,4,8,3,11,12,0,0,0,0,0,0,0
1910,1968,Graduation,Widow,70961.56,2,0,2013-09-22,347,450.97,69.94,170.84,277.2,28.47,843.03,3,11,3,10,14,0,0,0,0,0,0,0
1911,1955,PhD,Together,109401.75,0,1,2016-10-15,73,689.94,110.56,310.53,75.42,165.77,561.04,6,6,1,8,25,0,0,0,0,0,0,1
1912,1979,Master,Widow,114283.04,1,0,2012-09-24,364,554.36,69.41,453.58,156.41,46.29,515.23,11,11,6,9,20,1,0,0,1,0,0,0
1913,1975,Graduation,Married,64250.44,2,0,2017-09-22,13,1362.48,42.01,479.2,157.75,14.08,325.3,4,12,5,9,16,0,0,0,1,0,0,0
1914,1972,Graduation,Single,75717.81,2,0,2019-05-03,314,1629.01,92.65,326.76,46.84,97.89,121.09,3,10,0,12,13,0,0,0,0,0,0,0
1915,1944,Graduation,Married,65113.04,1,0,2017-05-26,309,1848.69,66.81,189.78,80.97,56.37,348.2,9,7,2,18,17,0,0,0,0,0,0,0
1916,1990,Master,Divorced,87529.2,2,0,2014-06-24,241,1973.69,53.46,353.06,337.5,76.63,113.4,4,12,1,9,13,0,1,1,1,0,0,0
1917,1996,Graduation,Widow,54520.01,1,2,2012-11-20,136,765.36,50.49,275.45,186.33,64.32,250.72,5,7,1,12,13,0,0,0,0,1,0,0
1918,1943,Graduation,Married,55187.58,0,1,2017-03-12,150,624.19,122.06,213.89,125.2,43.68,760.47,3,7,4,6,14,0,0,0,0,0,1,0
1919,1978,Master,Widow,69224.71,1,2,2017-11-19,63,1477.95,27.86,375.08,254.54,142.78,463.01,4,10,1,15,15,0,0,0,1,0,1,0
1920,1992,Master,Together,102168.12,0,1,2016-02-22,214,1556.46,125.66,358.66,46.71,60.18,315.24,5,8,3,15,13,0,0,0,0,0,0,0
1921,1963,PhD,Married,136115.69,1,1,2016-12-02,113,1827.45,73.49,320.03,61.89,66.26,128.59,8,4,2,16,24,0,0,0,0,0,0,0
1922,1968,Graduation,Married,65685.42,1,2,2015-01-22,3,649.81,121.8,308.16,186.33,69.04,59.72,7,11,2,11,11,0,0,0,0,0,0,0
1923,1993,Master,Together,91748.01,0,0,2013-05-23,235,1097.74,74.44,133.74,113.71,72.87,300.39,6,5,2,6,11,0,0,0,0,1,0,0
1924,1953,Graduation,Absurd,89357.7,2,0,2015-10-24,141,1790.4,173.98,271.42,197.61,80.12,94.85,2,9,2,8,16,0,0,0,0,0,0,0
1925,1993,Graduation,Married,63309.46,1,0,2013-11-11,308,1831.1,153.0,365.35,130.47,66.99,175.66,2,9,2,7,18,0,0,0,0,0,0,0
1926,1990,Graduation,Married,57756.53,1,2,2013-07-01,111,1577.02,29.51,350.53,279.86,25.98,316.46,5,10,5,20,11,0,0,0,1,0,0,0
1927,1957,Graduation,Married,63439.84,0,1,2016-01-22,105,540.01,97.08,329.43,353.32,84.23,1385.71,3,9,4,13,12,0,0,0,0,0,0,0
1928,1958,PhD,Together,91945.89,1,2,2019-11-22,323,288.22,103.05,309.96,296.06,35.41,534.61,4,9,3,15,18,0,0,0,0,1,0,0
1929,1998,Master,Single,93694.49,1,0,2012-06-09,361,649.67,47.79,260.67,256.75,54.43,319.1,1,10,5,14,14,0,0,0,1,0,0,0
1930,1970,Graduation,Absurd,88719.97,2,1,2014-04-19,25,1536.96,68.57,442.27,70.21,52.54,218.41,3,13,5,5,10,0,0,0,0,0,0,0
1931,1971,Basic,Married,43580.53,2,1,2019-12-16,339,901.07,67.85,334.47,220.3,41.1,373.5,2,8,3,11,20,0,0,0,0,0,0,0
1932,1974,Graduation,Divorced,46177.15,0,0,2017-11-06,117,777.68,40.36,243.27,111.37,40.39,923.67,5,6,3,16,15,0,0,0,1,0,0,0
1933,1982,Graduation,Single,74580.11,0,1,2015-07-18,242,1270.9,32.42,141.39,82.99,77.09,191.1,6,9,3,12,12,0,0,0,0,0,0,0
1934,1944,Graduation,Together,60583.48,0,1,2013-01-06,328,2897.93,70.16,363.52,114.33,52.68,282.07,6,14,1,13,19,0,0,0,0,0,0,0
1935,1942,Basic,Together,62884.2,1,2,2019-11-11,269,1368.09,87.53,401.24,278.44,87.16,62.6,2,11,8,14,19,0,0,0,0,0,1,1
1936,1958,Master,Married,113084.4,2,2,2016-06-04,203,833.31,111.97,276.06,95.34,25.81,355.69,14,9,0,12,12,0,0,0,0,1,0,0
1937,1966,Graduation,Single,70050.06,2,0,2012-05-18,329,1613.67,37.35,232.65,270.68,34.32,252.38,3,13,0,4,12,1,0,0,0,0,0,0
1938,1992,Master,Together,60243.41,1,0,2016-12-18,161,617.84,118.9,117.27,189.46,52.48,0.0,4,7,2,7,14,0,0,0,0,0,0,0
1939,1978,Graduation,Together,49450.89,0,0,2013-08-04,223,523.49,49.02,155.32,139.37,58.92,382.42,4,6,4,11,27,0,0,0,0,0,0,0
1940,1986,Graduation,Single,68625.27,1,1,2019-08-24,219,1709.35,120.49,226.16,77.0,139.34,443.54,9,10,6,12,20,0,0,0,0,0,0,0
1941,1962,Master,Married,102470.49,0,0,2018-05-24,220,897.34,38.76,230.0,84.15,40.52,269.74,8,8,4,14,10,0,1,0,0,0,0,0
1942,1965,Basic,Widow,37174.39,2,0,2018-03-12,55,562.41,84.91,244.53,46.72,45.72,500.21,5,4,5,13,20,0,0,0,0,0,0,0
